2021-01-28 16:48:29,044 main INFO Setting logging level to INFO
2021-01-28 16:48:29,268 main INFO Configuring logging for destination: console and file
2021-01-28 16:48:29,268 main INFO Logging file location: /srv/chain/teku/logs/teku.log
2021-01-28 16:48:29,268 main INFO Logging includes events: true
2021-01-28 16:48:29,268 main INFO Logging includes validator duties: true
2021-01-28 16:48:29,269 main INFO Logging includes color: true
16:48:29.351 INFO  - Teku version: teku/v21.1.1/linux-x86_64/oracle_openjdk-java-11
16:48:29.355 INFO  - This software is licensed under the Apache License, Version 2.0 (the "License"); you may not use this software except in compliance with the License. You may obtain a copy of the License at http://www.apache.org/licenses/LICENSE-2.0
16:48:29.434 INFO  - Loading 0 validator keys...
16:48:29.439 INFO  - Loaded 0 Validators: 
16:48:29.647 INFO  - Storing beacon chain data in: /srv/chain/teku/beacon
16:48:30.297 INFO  - Loading initial state from jar:file:/home/user/teku/build/install/teku/lib/teku-ethereum-networks-21.1.1.jar!/tech/pegasys/teku/networks/mainnet-genesis.ssz
16:48:30.831 INFO  - Loaded initial state at epoch 0 (state root = 0x7e76880eb67bbdc86250aa578958e9d0675e64e714337855204fb5abaaf82c2b, block root = 0x4d611d5b93fdab69013a7f0a2f961caca0c853f87cfe9595fe50038163079360, block slot = 0).
16:48:30.842 INFO  - Initializing storage
16:48:30.844 INFO  - Storage initialization complete
16:48:30.862 INFO  - [36mGenesis Event *** 
Genesis state root: 0x7e76880eb67bbdc86250aa578958e9d0675e64e714337855204fb5abaaf82c2b 
Genesis block root: 0x4d611d5b93fdab69013a7f0a2f961caca0c853f87cfe9595fe50038163079360 
Genesis time: 2020-12-01 12:00:23 GMT[0m
16:48:30.967 INFO  - Loading generated p2p private key from: generated-node-key
16:48:31.281 INFO  - PreGenesis Local ENR: enr:-KG4QPlKil6qXhquCMHggV2X6-hK0z29BwFx3WK2vcrQPWt4IIJIccR2rrG_HFbh9Kvu1Q5rCNaj7DXjeigWc6cLABgFhGV0aDKQ9aX9QgAAAAD__________4JpZIJ2NIJpcISHtbYziXNlY3AyNTZrMaED3wVvSgzKP0UwXETms3hCiPnYyM2PfkJfKw0V_DXJPRCDdGNwgiMog3VkcIIjKA
16:48:31.494 INFO  - Listening for connections on: /ip4/135.181.182.51/tcp/9000/p2p/16Uiu2HAmTfa5EGUgc5Hr5xbEP15QuxaMecwUjgBNBs7jWZ5vb2QP
16:48:31.579 INFO  - Local ENR: enr:-KG4QJPysZOkMLXrpa7uDnb7GXjUCKzlWVKxam_77Ouahw4FEx9B6IJOp8hQ-n7R80-GdvMwANEr9I4xMTluXYNAV-YGhGV0aDKQtTA_KgAAAAD__________4JpZIJ2NIJpcISHtbYziXNlY3AyNTZrMaED3wVvSgzKP0UwXETms3hCiPnYyM2PfkJfKw0V_DXJPRCDdGNwgiMog3VkcIIjKA
16:48:31.632 INFO  - [37mSlot Event  *** Slot: 418740, Block:    ... empty, Epoch: 13085, Finalized checkpoint: 0, Finalized root: 4d611d..9360, Peers: 0[0m
16:48:39.110 INFO  - [37mSlot Event  *** Slot: 418741, Block:    ... empty, Epoch: 13085, Finalized checkpoint: 0, Finalized root: 4d611d..9360, Peers: 0[0m
16:48:51.111 INFO  - [37mSlot Event  *** Slot: 418742, Block:    ... empty, Epoch: 13085, Finalized checkpoint: 0, Finalized root: 4d611d..9360, Peers: 0[0m
16:49:03.112 INFO  - [37mSlot Event  *** Slot: 418743, Block:    ... empty, Epoch: 13085, Finalized checkpoint: 0, Finalized root: 4d611d..9360, Peers: 0[0m
21:51:51.187 WARN  - Eth1 service down for 150s, retrying
21:52:03.132 INFO  - [37mSlot Event  *** Slot: 420258, Block: ef3841..0151, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:52:15.133 INFO  - [37mSlot Event  *** Slot: 420259, Block: a6de46..f8b1, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:52:21.188 WARN  - Eth1 service down for 180s, retrying
21:52:27.131 INFO  - [37mSlot Event  *** Slot: 420260, Block: 68fbc1..3e5a, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:52:39.131 INFO  - [37mSlot Event  *** Slot: 420261, Block: 9c03f5..55bc, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:52:51.130 INFO  - [37mSlot Event  *** Slot: 420262, Block: 34971d..690f, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:52:51.189 WARN  - Eth1 service down for 210s, retrying
21:53:03.151 INFO  - [37mSlot Event  *** Slot: 420263, Block: 85afb4..04dc, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:53:15.153 INFO  - [37mSlot Event  *** Slot: 420264, Block: c4d05f..d083, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:53:21.190 WARN  - Eth1 service down for 240s, retrying
21:53:27.134 INFO  - [37mSlot Event  *** Slot: 420265, Block:    ... empty, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:53:39.162 INFO  - [37mSlot Event  *** Slot: 420266, Block: a939a2..7444, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:53:51.132 INFO  - [37mSlot Event  *** Slot: 420267, Block: 48d8dc..926b, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:53:51.191 WARN  - Eth1 service down for 270s, retrying
21:54:03.132 INFO  - [37mSlot Event  *** Slot: 420268, Block: 4357cf..e5fd, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:54:15.133 INFO  - [37mSlot Event  *** Slot: 420269, Block: f09416..ccc6, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:54:21.192 WARN  - Eth1 service down for 300s, retrying
21:54:27.135 INFO  - [37mSlot Event  *** Slot: 420270, Block: 8f89f0..252e, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:54:39.152 INFO  - [37mSlot Event  *** Slot: 420271, Block:    ... empty, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:54:51.134 INFO  - [37mSlot Event  *** Slot: 420272, Block: cf5c74..0fa0, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:54:51.193 WARN  - Eth1 service down for 330s, retrying
21:55:03.136 INFO  - [37mSlot Event  *** Slot: 420273, Block: 758ab8..4702, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:55:15.134 INFO  - [37mSlot Event  *** Slot: 420274, Block: e0aa49..7b58, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:55:27.133 INFO  - [37mSlot Event  *** Slot: 420275, Block: 8ca217..367f, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 73[0m
21:55:36.155 WARN  - Eth1 service down for 30s, retrying
21:55:39.141 INFO  - [37mSlot Event  *** Slot: 420276, Block: 7ba2ce..09c2, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 73[0m
21:55:51.131 INFO  - [37mSlot Event  *** Slot: 420277, Block: a54b54..4d5e, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 73[0m
21:56:03.149 INFO  - [37mSlot Event  *** Slot: 420278, Block: 14ba5c..ee76, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 73[0m
21:56:06.155 WARN  - Eth1 service down for 60s, retrying
21:56:15.134 INFO  - [37mSlot Event  *** Slot: 420279, Block:    ... empty, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:56:27.134 INFO  - [37mSlot Event  *** Slot: 420280, Block: 8df39d..36ed, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:56:36.156 WARN  - Eth1 service down for 90s, retrying
21:56:39.154 INFO  - [37mSlot Event  *** Slot: 420281, Block:    ... empty, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:56:51.157 INFO  - [37mSlot Event  *** Slot: 420282, Block: b00e33..08b4, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 73[0m
21:57:03.138 INFO  - [37mSlot Event  *** Slot: 420283, Block: 4f48fc..044f, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 73[0m
21:57:06.157 WARN  - Eth1 service down for 120s, retrying
21:57:15.133 INFO  - [37mSlot Event  *** Slot: 420284, Block: 5c62ea..0338, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 74[0m
21:57:27.131 INFO  - [37mSlot Event  *** Slot: 420285, Block: 82e9ec..84ee, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 73[0m
21:57:36.158 WARN  - Eth1 service down for 150s, retrying
21:57:39.132 INFO  - [37mSlot Event  *** Slot: 420286, Block: 03e8dd..d295, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 73[0m
21:57:51.132 INFO  - [37mSlot Event  *** Slot: 420287, Block: 94cf8a..2ff3, Epoch: 13133, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2, Peers: 73[0m
21:57:59.108 INFO  - [32mEpoch Event *** Epoch: 13134, Justified checkpoint: 13132, Finalized checkpoint: 13131, Finalized root: fa846d..bcd2[0m
21:57:59.111 INFO  - Attestation performance: expected 0, produced 0, included 0 (0%), distance 0 / 0.00 / 0, correct target 0 (0%), correct head 0 (0%)
21:58:03.468 INFO  - [37mSlot Event  *** Slot: 420288, Block: a1ed14..6b92, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
21:58:06.159 WARN  - Eth1 service down for 180s, retrying
21:58:15.135 INFO  - [37mSlot Event  *** Slot: 420289, Block: f21206..fe84, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
21:58:27.134 INFO  - [37mSlot Event  *** Slot: 420290, Block: 51b863..6907, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
21:58:36.159 WARN  - Eth1 service down for 210s, retrying
21:58:39.149 INFO  - [37mSlot Event  *** Slot: 420291, Block: fe8f6e..a50f, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
21:58:51.136 INFO  - [37mSlot Event  *** Slot: 420292, Block: d0bc0a..1da6, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
21:59:03.135 INFO  - [37mSlot Event  *** Slot: 420293, Block: e8ce66..cdd1, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
21:59:06.160 WARN  - Eth1 service down for 240s, retrying
21:59:15.135 INFO  - [37mSlot Event  *** Slot: 420294, Block: c07ab7..1379, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
21:59:27.151 INFO  - [37mSlot Event  *** Slot: 420295, Block: 7cbdd1..5101, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
21:59:39.134 INFO  - [37mSlot Event  *** Slot: 420296, Block: 12782b..919b, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
21:59:51.154 INFO  - [37mSlot Event  *** Slot: 420297, Block: 8f8fcb..11bc, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:00:01.876 WARN  - Eth1 service down for 30s, retrying
22:00:03.135 INFO  - [37mSlot Event  *** Slot: 420298, Block: c80f4d..5155, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:00:15.150 INFO  - [37mSlot Event  *** Slot: 420299, Block: 2d10ea..d752, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:00:27.152 INFO  - [37mSlot Event  *** Slot: 420300, Block: be7ce5..2807, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:00:31.876 WARN  - Eth1 service down for 60s, retrying
22:00:39.135 INFO  - [37mSlot Event  *** Slot: 420301, Block: d29da4..045b, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:00:51.134 INFO  - [37mSlot Event  *** Slot: 420302, Block: 91d3b2..c6ba, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:01:01.877 WARN  - Eth1 service down for 90s, retrying
22:01:03.136 INFO  - [37mSlot Event  *** Slot: 420303, Block: 15d5a5..1ca6, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:01:15.136 INFO  - [37mSlot Event  *** Slot: 420304, Block: 1bf481..dd63, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:01:27.135 INFO  - [37mSlot Event  *** Slot: 420305, Block: f19c44..bbbe, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:01:31.877 WARN  - Eth1 service down for 120s, retrying
22:01:39.136 INFO  - [37mSlot Event  *** Slot: 420306, Block: 067262..1f1e, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:01:51.140 INFO  - [37mSlot Event  *** Slot: 420307, Block: 193a85..93c7, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:02:01.878 WARN  - Eth1 service down for 150s, retrying
22:02:03.135 INFO  - [37mSlot Event  *** Slot: 420308, Block: 46885c..3ece, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:02:15.134 INFO  - [37mSlot Event  *** Slot: 420309, Block: ccc074..a830, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:02:27.132 INFO  - [37mSlot Event  *** Slot: 420310, Block: e6a7eb..d04e, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:02:31.878 WARN  - Eth1 service down for 180s, retrying
22:02:39.134 INFO  - [37mSlot Event  *** Slot: 420311, Block: dd77e0..61c9, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:02:51.134 INFO  - [37mSlot Event  *** Slot: 420312, Block: a12912..57d4, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:03:01.879 WARN  - Eth1 service down for 210s, retrying
22:03:03.135 INFO  - [37mSlot Event  *** Slot: 420313, Block: 62592e..1496, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:03:15.135 INFO  - [37mSlot Event  *** Slot: 420314, Block: 82c79d..7ba8, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:03:27.134 INFO  - [37mSlot Event  *** Slot: 420315, Block: c0e83a..de0a, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:03:31.879 WARN  - Eth1 service down for 240s, retrying
22:03:39.134 INFO  - [37mSlot Event  *** Slot: 420316, Block: 16ac88..b4fb, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:03:51.132 INFO  - [37mSlot Event  *** Slot: 420317, Block: f62573..5059, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:04:01.880 WARN  - Eth1 service down for 270s, retrying
22:04:03.133 INFO  - [37mSlot Event  *** Slot: 420318, Block: f18488..1ab7, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:04:15.134 INFO  - [37mSlot Event  *** Slot: 420319, Block: aa2b64..3cfd, Epoch: 13134, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 73[0m
22:04:23.107 INFO  - [32mEpoch Event *** Epoch: 13135, Justified checkpoint: 13133, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858[0m
22:04:23.110 INFO  - Attestation performance: expected 0, produced 0, included 0 (0%), distance 0 / 0.00 / 0, correct target 0 (0%), correct head 0 (0%)
22:04:27.134 INFO  - [37mSlot Event  *** Slot: 420320, Block:    ... empty, Epoch: 13135, Finalized checkpoint: 13132, Finalized root: bfc9a7..c858, Peers: 74[0m
22:04:31.881 WARN  - Eth1 service down for 300s, retrying
22:04:39.459 INFO  - [37mSlot Event  *** Slot: 420321, Block: d6d1c6..0d35, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:04:51.134 INFO  - [37mSlot Event  *** Slot: 420322, Block: 1796eb..c4aa, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:05:01.881 WARN  - Eth1 service down for 330s, retrying
22:05:03.153 INFO  - [37mSlot Event  *** Slot: 420323, Block: ef5690..ea54, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:05:15.154 INFO  - [37mSlot Event  *** Slot: 420324, Block: c6b8ed..0da1, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:05:27.152 INFO  - [37mSlot Event  *** Slot: 420325, Block: ea9ac1..9b2b, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:05:31.882 WARN  - Eth1 service down for 360s, retrying
22:05:39.136 INFO  - [37mSlot Event  *** Slot: 420326, Block: 8d0445..5631, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:05:51.154 INFO  - [37mSlot Event  *** Slot: 420327, Block: 219c4a..ae8e, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:06:01.882 WARN  - Eth1 service down for 390s, retrying
22:06:03.135 INFO  - [37mSlot Event  *** Slot: 420328, Block: edbff8..a01c, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:06:15.135 INFO  - [37mSlot Event  *** Slot: 420329, Block: 72132c..3344, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:06:27.136 INFO  - [37mSlot Event  *** Slot: 420330, Block: 6e9fb7..a9dd, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:06:39.134 INFO  - [37mSlot Event  *** Slot: 420331, Block: 8888ad..d588, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:06:51.136 INFO  - [37mSlot Event  *** Slot: 420332, Block: 6c8c6a..4490, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:07:03.162 INFO  - [37mSlot Event  *** Slot: 420333, Block: dfe28b..6245, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:07:15.134 INFO  - [37mSlot Event  *** Slot: 420334, Block: 43281d..5f10, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:07:27.136 INFO  - [37mSlot Event  *** Slot: 420335, Block: 3806de..a9df, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:07:39.133 INFO  - [37mSlot Event  *** Slot: 420336, Block: 3fc977..6c5e, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:07:51.135 INFO  - [37mSlot Event  *** Slot: 420337, Block: 101247..6dfd, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:08:00.100 WARN  - Eth1 service down for 30s, retrying
22:08:03.135 INFO  - [37mSlot Event  *** Slot: 420338, Block: 047f75..b305, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:08:15.161 INFO  - [37mSlot Event  *** Slot: 420339, Block: efc523..f50a, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:08:27.135 INFO  - [37mSlot Event  *** Slot: 420340, Block: 5c5b42..3144, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:08:39.154 INFO  - [37mSlot Event  *** Slot: 420341, Block: ae72fc..1978, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:08:51.135 INFO  - [37mSlot Event  *** Slot: 420342, Block: 256cbe..35f0, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:09:03.136 INFO  - [37mSlot Event  *** Slot: 420343, Block: 23ee2b..0b18, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 72[0m
22:09:15.137 INFO  - [37mSlot Event  *** Slot: 420344, Block: 63de86..486c, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 73[0m
22:09:27.135 INFO  - [37mSlot Event  *** Slot: 420345, Block: a55de2..53ab, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:09:39.001 WARN  - Eth1 service down for 30s, retrying
22:09:39.134 INFO  - [37mSlot Event  *** Slot: 420346, Block: 0e74c3..c28b, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:09:51.134 INFO  - [37mSlot Event  *** Slot: 420347, Block: 1ed0a8..c963, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:10:03.135 INFO  - [37mSlot Event  *** Slot: 420348, Block: 41e396..c4d2, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:10:09.002 WARN  - Eth1 service down for 60s, retrying
22:10:15.131 INFO  - [37mSlot Event  *** Slot: 420349, Block: 73dda7..ee3d, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:10:27.135 INFO  - [37mSlot Event  *** Slot: 420350, Block: 00be2a..9804, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:10:39.003 WARN  - Eth1 service down for 90s, retrying
22:10:39.136 INFO  - [37mSlot Event  *** Slot: 420351, Block: e78e75..73c7, Epoch: 13135, Finalized checkpoint: 13133, Finalized root: b85f8e..852b, Peers: 74[0m
22:10:47.108 INFO  - [32mEpoch Event *** Epoch: 13136, Justified checkpoint: 13134, Finalized checkpoint: 13133, Finalized root: b85f8e..852b[0m
22:10:47.111 INFO  - Attestation performance: expected 0, produced 0, included 0 (0%), distance 0 / 0.00 / 0, correct target 0 (0%), correct head 0 (0%)
22:10:51.377 INFO  - [37mSlot Event  *** Slot: 420352, Block: 90e4f5..9da5, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:11:03.153 INFO  - [37mSlot Event  *** Slot: 420353, Block: 41edff..01d3, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 73[0m
22:11:09.005 WARN  - Eth1 service down for 120s, retrying
22:11:15.157 INFO  - [37mSlot Event  *** Slot: 420354, Block: ab55c3..a518, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 73[0m
22:11:27.132 INFO  - [37mSlot Event  *** Slot: 420355, Block: 31210f..3475, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 73[0m
22:11:39.005 WARN  - Eth1 service down for 150s, retrying
22:11:39.135 INFO  - [37mSlot Event  *** Slot: 420356, Block: 0801c4..bed9, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 73[0m
22:11:51.153 INFO  - [37mSlot Event  *** Slot: 420357, Block: a0ce31..5c08, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:12:03.152 INFO  - [37mSlot Event  *** Slot: 420358, Block: 791d09..8aad, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:12:15.130 INFO  - [37mSlot Event  *** Slot: 420359, Block: cc8094..e4a7, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:12:27.134 INFO  - [37mSlot Event  *** Slot: 420360, Block: 5e2803..5495, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:12:39.133 INFO  - [37mSlot Event  *** Slot: 420361, Block: 534e90..1796, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:12:51.160 INFO  - [37mSlot Event  *** Slot: 420362, Block: 83fad1..af96, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:13:03.134 INFO  - [37mSlot Event  *** Slot: 420363, Block: 657d74..d2d7, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:13:15.130 INFO  - [37mSlot Event  *** Slot: 420364, Block: 4f1962..6082, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:13:27.157 INFO  - [37mSlot Event  *** Slot: 420365, Block: ee2560..44ee, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:13:39.153 INFO  - [37mSlot Event  *** Slot: 420366, Block:    ... empty, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:13:51.136 INFO  - [37mSlot Event  *** Slot: 420367, Block: 88067e..f140, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:13:53.971 WARN  - Eth1 service down for 30s, retrying
22:14:03.134 INFO  - [37mSlot Event  *** Slot: 420368, Block: 79ff93..4754, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:14:15.151 INFO  - [37mSlot Event  *** Slot: 420369, Block: a399ed..d82f, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:14:27.134 INFO  - [37mSlot Event  *** Slot: 420370, Block: 51dc61..6293, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:14:39.134 INFO  - [37mSlot Event  *** Slot: 420371, Block: a7e208..3876, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 74[0m
22:14:51.139 INFO  - [37mSlot Event  *** Slot: 420372, Block: d35d2d..c1eb, Epoch: 13136, Finalized checkpoint: 13134, Finalized root: a1ed14..6b92, Peers: 73[0m
